mirna	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7
hsa-miR-1273d	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-1273e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1273g-3p	0.0	2.0	4.0	0.0	2.0	2.0	8.0	4.0	10.0	16.0	2.0	12.0	3.0	4.0	2.0	0.0	6.0	6.0	0.0	4.0	5.0	4.0	4.0	2.0	9.0	6.0	11.0	0.0
hsa-miR-1273h-3p	6.0	22.0	16.0	18.0	17.0	11.0	28.0	10.0	41.0	30.0	21.0	26.0	29.0	14.0	15.0	16.0	15.0	21.0	32.0	6.0	24.0	9.0	23.0	22.0	21.0	6.0	11.0	25.0
hsa-miR-1273h-5p	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1275	0.0	0.0	3.0	2.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0
hsa-miR-1276	8.0	2.0	7.0	0.0	0.0	0.0	4.0	2.0	4.0	6.0	0.0	5.0	0.0	0.0	15.0	10.0	13.0	7.0	9.0	0.0	4.0	0.0	0.0	11.0	12.0	0.0	7.0	8.0
hsa-miR-1277-3p	11.0	11.0	8.0	0.0	12.0	4.0	5.0	5.0	2.0	0.0	4.0	9.0	0.0	5.0	15.0	15.0	13.0	7.0	22.0	6.0	21.0	6.0	8.0	18.0	12.0	12.0	2.0	16.0
hsa-miR-1277-5p	118.0	81.0	89.0	28.0	64.0	26.0	50.0	45.0	22.0	37.0	46.0	46.0	18.0	37.0	208.0	138.0	172.0	75.0	295.0	112.0	164.0	78.0	139.0	194.0	180.0	79.0	64.0	186.0
hsa-miR-1278	0.0	3.0	0.0	2.0	2.0	2.0	4.0	2.0	2.0	4.0	0.0	2.0	0.0	3.0	2.0	4.0	2.0	2.0	9.0	2.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	2.0
hsa-miR-128-1-5p	540.0	187.0	370.0	413.0	389.0	366.0	678.0	104.0	652.0	445.0	646.0	499.0	550.0	437.0	710.0	134.0	528.0	372.0	328.0	281.0	364.0	218.0	101.0	519.0	442.0	211.0	460.0	497.0
hsa-miR-128-2-5p	71.0	25.0	41.0	27.0	19.0	15.0	27.0	8.0	82.0	32.0	52.0	36.0	59.0	31.0	151.0	23.0	92.0	40.0	28.0	18.0	31.0	22.0	5.0	60.0	59.0	14.0	35.0	51.0
hsa-miR-128-3p	167900.0	21823.0	105059.0	79561.0	43275.0	43208.0	58610.0	53726.0	115638.0	102329.0	96000.0	97047.0	83722.0	65660.0	226322.0	53763.0	158660.0	132284.0	74271.0	59506.0	100474.0	47747.0	23473.0	98681.0	121701.0	45071.0	106641.0	107461.0
hsa-miR-1281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	52.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1283	10.0	2.0	5.0	3.0	5.0	4.0	2.0	7.0	4.0	12.0	4.0	11.0	4.0	0.0	14.0	2.0	9.0	0.0	12.0	4.0	18.0	6.0	2.0	11.0	8.0	10.0	9.0	10.0
hsa-miR-1284	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0
hsa-miR-1285-3p	113.0	117.0	67.0	90.0	134.0	50.0	116.0	11.0	53.0	51.0	93.0	82.0	96.0	41.0	206.0	265.0	161.0	195.0	208.0	83.0	151.0	72.0	131.0	249.0	138.0	52.0	111.0	146.0
hsa-miR-1285-5p	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	5.0	5.0	2.0	4.0	3.0	2.0	4.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0
hsa-miR-1286	101.0	14.0	45.0	45.0	27.0	58.0	85.0	10.0	78.0	57.0	78.0	42.0	37.0	53.0	121.0	16.0	80.0	49.0	31.0	43.0	61.0	48.0	14.0	71.0	87.0	50.0	46.0	84.0
hsa-miR-1287-3p	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
hsa-miR-1287-5p	51.0	65.0	39.0	56.0	58.0	34.0	39.0	21.0	31.0	23.0	28.0	47.0	50.0	37.0	72.0	84.0	83.0	72.0	88.0	33.0	49.0	36.0	73.0	74.0	50.0	16.0	32.0	47.0
hsa-miR-1288-3p	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-129-1-3p	852.0	202.0	626.0	1071.0	505.0	412.0	737.0	362.0	353.0	464.0	665.0	480.0	399.0	531.0	1691.0	284.0	1321.0	2521.0	1219.0	984.0	1345.0	539.0	447.0	532.0	678.0	634.0	1375.0	1152.0
hsa-miR-129-2-3p	4995.0	1179.0	3254.0	6922.0	2026.0	1969.0	3908.0	563.0	1567.0	1797.0	2759.0	2088.0	1647.0	2249.0	8881.0	986.0	6110.0	13890.0	4069.0	3628.0	6463.0	2355.0	1289.0	2163.0	3827.0	3095.0	6802.0	6482.0
hsa-miR-129-5p	6966.0	1054.0	4230.0	10729.0	4007.0	3619.0	6808.0	1567.0	3688.0	2366.0	5194.0	3696.0	3500.0	3676.0	8803.0	967.0	6411.0	11442.0	4540.0	3241.0	4787.0	2201.0	1679.0	2594.0	4080.0	2366.0	5631.0	6387.0
hsa-miR-1290	11.0	32.0	10.0	16.0	87.0	7.0	33.0	283.0	27.0	16.0	23.0	31.0	52.0	7.0	11.0	36.0	3.0	31.0	92.0	20.0	35.0	17.0	11.0	2.0	2.0	2.0	5.0	9.0
hsa-miR-1291	19.0	12.0	8.0	11.0	12.0	5.0	2.0	7.0	2.0	0.0	4.0	5.0	12.0	0.0	25.0	17.0	15.0	10.0	7.0	7.0	6.0	0.0	2.0	9.0	11.0	0.0	3.0	12.0
hsa-miR-1292-5p	2.0	0.0	2.0	6.0	0.0	4.0	4.0	0.0	5.0	0.0	2.0	3.0	3.0	0.0	8.0	0.0	5.0	0.0	2.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0
hsa-miR-1294	0.0	0.0	0.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	2.0	4.0	0.0	2.0	3.0	0.0	8.0	6.0	0.0	4.0	0.0	2.0	10.0	2.0	0.0	2.0	3.0
hsa-miR-1295a	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0
hsa-miR-1296-3p	15.0	13.0	12.0	5.0	13.0	9.0	7.0	4.0	8.0	8.0	19.0	13.0	4.0	15.0	14.0	5.0	15.0	8.0	20.0	7.0	9.0	15.0	11.0	13.0	25.0	7.0	3.0	14.0
hsa-miR-1296-5p	2465.0	1149.0	1859.0	3480.0	1854.0	1687.0	3148.0	277.0	1763.0	1514.0	3946.0	2561.0	2527.0	2113.0	2952.0	969.0	2690.0	3846.0	1980.0	1600.0	2536.0	1665.0	807.0	1466.0	2016.0	1242.0	2235.0	2206.0
hsa-miR-1298-3p	822.0	80.0	1291.0	1362.0	374.0	825.0	1055.0	81.0	732.0	232.0	294.0	571.0	403.0	277.0	1216.0	131.0	1986.0	1876.0	594.0	1029.0	1040.0	281.0	988.0	1204.0	1405.0	365.0	914.0	749.0
hsa-miR-1298-5p	493.0	75.0	843.0	869.0	285.0	750.0	628.0	24.0	396.0	191.0	217.0	326.0	274.0	258.0	724.0	87.0	1426.0	1082.0	351.0	792.0	590.0	178.0	1037.0	944.0	1540.0	303.0	741.0	1186.0
hsa-miR-1299	78.0	135.0	49.0	157.0	929.0	57.0	143.0	69.0	68.0	85.0	2.0	44.0	16.0	118.0	141.0	191.0	94.0	205.0	1394.0	67.0	166.0	55.0	47.0	424.0	137.0	16.0	58.0	161.0
hsa-miR-1301-3p	769.0	206.0	494.0	574.0	291.0	296.0	525.0	166.0	421.0	337.0	443.0	382.0	425.0	352.0	1351.0	243.0	818.0	763.0	454.0	319.0	534.0	226.0	179.0	444.0	730.0	217.0	548.0	706.0
hsa-miR-1301-5p	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-1302	13.0	0.0	8.0	4.0	2.0	0.0	6.0	2.0	6.0	5.0	0.0	4.0	0.0	2.0	10.0	2.0	10.0	0.0	2.0	6.0	8.0	2.0	0.0	14.0	5.0	4.0	5.0	7.0
hsa-miR-1303	19.0	2.0	25.0	14.0	0.0	15.0	20.0	2.0	11.0	15.0	8.0	15.0	16.0	3.0	57.0	4.0	41.0	39.0	14.0	9.0	23.0	12.0	7.0	34.0	18.0	16.0	31.0	35.0
hsa-miR-1304-3p	27.0	47.0	17.0	28.0	51.0	23.0	27.0	18.0	33.0	8.0	13.0	24.0	35.0	19.0	29.0	34.0	27.0	36.0	52.0	14.0	32.0	14.0	34.0	42.0	21.0	5.0	27.0	20.0
hsa-miR-1304-5p	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-1305	2.0	0.0	5.0	5.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	4.0	5.0	5.0	0.0	3.0	6.0	0.0	3.0	0.0	3.0	9.0
hsa-miR-1306-3p	5.0	4.0	7.0	11.0	5.0	6.0	4.0	2.0	14.0	2.0	10.0	2.0	13.0	4.0	12.0	4.0	12.0	24.0	7.0	4.0	18.0	3.0	4.0	14.0	9.0	7.0	6.0	11.0
hsa-miR-1306-5p	72.0	47.0	57.0	79.0	57.0	23.0	57.0	14.0	73.0	32.0	84.0	74.0	47.0	49.0	120.0	53.0	97.0	88.0	77.0	39.0	59.0	35.0	49.0	54.0	50.0	30.0	51.0	64.0
hsa-miR-1307-3p	1731.0	1022.0	1087.0	2021.0	1040.0	982.0	1865.0	460.0	1792.0	985.0	1711.0	1211.0	1269.0	1018.0	1855.0	656.0	1341.0	1449.0	783.0	655.0	1144.0	640.0	642.0	1142.0	1240.0	547.0	1209.0	1389.0
hsa-miR-1307-5p	15856.0	10446.0	14834.0	7051.0	10730.0	8216.0	10831.0	1580.0	11226.0	5677.0	15161.0	9023.0	4382.0	9150.0	15118.0	5123.0	16588.0	4782.0	7486.0	5107.0	7054.0	6865.0	7943.0	14262.0	13337.0	5669.0	2601.0	14523.0
hsa-miR-130a-3p	3981.0	2342.0	2858.0	4281.0	2024.0	2149.0	4006.0	771.0	3582.0	3582.0	4446.0	3465.0	3020.0	3087.0	7401.0	2466.0	5345.0	6158.0	3294.0	3301.0	5534.0	2862.0	2718.0	4653.0	6042.0	3771.0	4738.0	5605.0
hsa-miR-130b-3p	607.0	844.0	338.0	697.0	607.0	275.0	515.0	166.0	538.0	296.0	540.0	537.0	744.0	490.0	927.0	812.0	592.0	897.0	873.0	310.0	672.0	335.0	572.0	968.0	647.0	256.0	482.0	697.0
hsa-miR-130b-5p	164.0	124.0	74.0	140.0	111.0	60.0	120.0	77.0	157.0	59.0	117.0	112.0	137.0	70.0	213.0	142.0	158.0	176.0	151.0	65.0	144.0	73.0	87.0	201.0	144.0	73.0	95.0	142.0
hsa-miR-132-3p	10569.0	4490.0	7618.0	25523.0	7100.0	8486.0	15091.0	2327.0	10443.0	5714.0	17832.0	12395.0	7526.0	5343.0	17741.0	4923.0	12963.0	26785.0	7726.0	8240.0	13229.0	6486.0	1970.0	9794.0	10945.0	4970.0	15182.0	20688.0
hsa-miR-132-5p	1111.0	217.0	766.0	1290.0	282.0	440.0	579.0	346.0	706.0	428.0	866.0	678.0	429.0	327.0	1917.0	389.0	1425.0	2068.0	535.0	793.0	1062.0	552.0	211.0	969.0	1139.0	427.0	1056.0	1576.0
hsa-miR-1322	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	7.0	5.0	2.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0
hsa-miR-1323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
hsa-miR-133a-3p	532.0	207.0	366.0	518.0	446.0	339.0	402.0	81.0	402.0	418.0	619.0	526.0	437.0	462.0	704.0	171.0	650.0	552.0	601.0	341.0	385.0	214.0	2469.0	539.0	516.0	281.0	412.0	430.0
hsa-miR-133a-5p	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	4.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	2.0
hsa-miR-133b	72.0	19.0	67.0	119.0	82.0	74.0	89.0	26.0	53.0	53.0	125.0	97.0	82.0	93.0	89.0	27.0	107.0	110.0	107.0	73.0	62.0	38.0	594.0	59.0	73.0	41.0	79.0	62.0
hsa-miR-134-3p	106.0	15.0	71.0	103.0	31.0	43.0	99.0	11.0	82.0	43.0	61.0	58.0	69.0	67.0	148.0	15.0	108.0	93.0	43.0	51.0	107.0	39.0	33.0	52.0	86.0	40.0	52.0	120.0
hsa-miR-134-5p	3114.0	524.0	2466.0	4661.0	1459.0	2521.0	4107.0	796.0	2207.0	1196.0	2710.0	2668.0	2225.0	2280.0	3689.0	456.0	3483.0	4407.0	1690.0	2059.0	2672.0	1589.0	722.0	1573.0	3193.0	1441.0	3526.0	4299.0
hsa-miR-1343-3p	45.0	6.0	11.0	36.0	13.0	10.0	15.0	7.0	35.0	10.0	19.0	37.0	24.0	14.0	78.0	9.0	18.0	28.0	17.0	11.0	15.0	10.0	8.0	21.0	17.0	5.0	26.0	39.0
hsa-miR-135a-3p	0.0	0.0	8.0	13.0	0.0	2.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	25.0	17.0	8.0	2.0	6.0	4.0	0.0	2.0	6.0	0.0	4.0	18.0
hsa-miR-135a-5p	650.0	357.0	1740.0	1208.0	602.0	1547.0	1227.0	247.0	311.0	386.0	688.0	635.0	1222.0	1351.0	1212.0	454.0	3262.0	2065.0	1279.0	2420.0	2012.0	387.0	623.0	739.0	1432.0	512.0	953.0	2290.0
hsa-miR-135b-3p	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0
hsa-miR-135b-5p	30.0	0.0	42.0	63.0	19.0	39.0	59.0	4.0	11.0	7.0	25.0	19.0	12.0	29.0	22.0	9.0	80.0	84.0	37.0	35.0	60.0	9.0	8.0	7.0	34.0	7.0	30.0	75.0
hsa-miR-136-3p	27144.0	4645.0	18668.0	18312.0	8500.0	11891.0	18255.0	3984.0	18418.0	12587.0	14509.0	14332.0	9467.0	13706.0	35721.0	6372.0	29967.0	28847.0	15156.0	16511.0	27771.0	11594.0	7974.0	17778.0	31347.0	13421.0	22510.0	32837.0
hsa-miR-136-5p	3328.0	847.0	2322.0	2659.0	1589.0	1935.0	3494.0	188.0	2763.0	1449.0	2515.0	2557.0	1122.0	1794.0	4749.0	812.0	3973.0	3049.0	2082.0	2113.0	3673.0	1688.0	1168.0	2184.0	4095.0	2101.0	2669.0	4547.0
hsa-miR-137	5079.0	936.0	3035.0	4483.0	1679.0	3057.0	3691.0	438.0	3515.0	2492.0	5022.0	4039.0	2689.0	3050.0	8696.0	1204.0	5589.0	6642.0	2784.0	4118.0	5666.0	3169.0	667.0	3328.0	6350.0	3312.0	5619.0	6883.0
hsa-miR-138-1-3p	435.0	172.0	263.0	584.0	200.0	216.0	428.0	204.0	337.0	200.0	502.0	502.0	331.0	287.0	629.0	121.0	366.0	707.0	256.0	251.0	430.0	346.0	142.0	303.0	343.0	205.0	413.0	431.0
hsa-miR-138-2-3p	92.0	38.0	76.0	184.0	74.0	66.0	192.0	33.0	84.0	70.0	89.0	117.0	94.0	86.0	196.0	36.0	193.0	283.0	154.0	108.0	222.0	128.0	44.0	118.0	147.0	68.0	211.0	187.0
hsa-miR-138-5p	58736.0	11535.0	31468.0	79444.0	35195.0	35905.0	62686.0	4303.0	58493.0	46198.0	79920.0	70893.0	45924.0	44452.0	125469.0	13394.0	62115.0	68566.0	29984.0	41750.0	57377.0	32351.0	13348.0	42608.0	56361.0	26427.0	48283.0	49034.0
hsa-miR-139-3p	398.0	51.0	149.0	142.0	65.0	123.0	124.0	462.0	270.0	188.0	145.0	135.0	105.0	114.0	408.0	40.0	170.0	144.0	67.0	60.0	102.0	67.0	22.0	116.0	274.0	65.0	150.0	254.0
hsa-miR-139-5p	12662.0	3624.0	5711.0	12182.0	4810.0	5520.0	9474.0	1158.0	9850.0	6578.0	12386.0	9872.0	6850.0	6446.0	19906.0	4042.0	9692.0	13627.0	5643.0	5841.0	8076.0	6283.0	1894.0	7491.0	11922.0	6370.0	12044.0	11810.0
hsa-miR-140-3p	15132.0	15338.0	10942.0	19147.0	13084.0	9527.0	17551.0	4982.0	10973.0	7490.0	11542.0	12232.0	15788.0	12256.0	21447.0	17429.0	17712.0	22982.0	18294.0	10096.0	14750.0	6979.0	12250.0	20926.0	12616.0	7930.0	9955.0	14570.0
hsa-miR-140-5p	722.0	719.0	497.0	695.0	624.0	309.0	560.0	409.0	635.0	444.0	582.0	665.0	574.0	486.0	1186.0	768.0	766.0	861.0	901.0	403.0	756.0	345.0	522.0	961.0	724.0	337.0	430.0	851.0
hsa-miR-141-3p	63.0	72.0	57.0	41.0	61.0	63.0	49.0	44.0	46.0	19.0	30.0	37.0	46.0	48.0	86.0	51.0	98.0	56.0	74.0	55.0	57.0	39.0	87.0	76.0	81.0	30.0	56.0	81.0
hsa-miR-141-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0
hsa-miR-142-3p	548.0	705.0	353.0	318.0	459.0	248.0	405.0	80.0	471.0	203.0	259.0	420.0	253.0	463.0	1077.0	868.0	792.0	513.0	791.0	389.0	682.0	336.0	378.0	716.0	890.0	411.0	337.0	577.0
hsa-miR-142-5p	3590.0	3358.0	3043.0	1971.0	2055.0	1518.0	2054.0	1056.0	2729.0	1752.0	1375.0	2175.0	2177.0	2760.0	5178.0	4121.0	4560.0	3906.0	5117.0	2606.0	4117.0	1991.0	2634.0	5052.0	5300.0	3011.0	2310.0	3580.0
hsa-miR-143-3p	453182.0	111204.0	244794.0	224853.0	132754.0	171050.0	279138.0	118489.0	255669.0	173761.0	159161.0	177599.0	198146.0	243002.0	574796.0	147597.0	384730.0	307129.0	196519.0	190336.0	263567.0	131969.0	206684.0	240965.0	455197.0	255132.0	210882.0	377075.0
hsa-miR-143-5p	94.0	23.0	61.0	57.0	40.0	28.0	36.0	11.0	57.0	39.0	48.0	34.0	38.0	42.0	132.0	11.0	78.0	42.0	52.0	31.0	52.0	20.0	24.0	27.0	63.0	50.0	27.0	34.0
hsa-miR-144-3p	357.0	699.0	760.0	905.0	438.0	618.0	414.0	183.0	803.0	461.0	291.0	1119.0	531.0	1368.0	458.0	556.0	997.0	1120.0	504.0	718.0	515.0	528.0	357.0	938.0	1771.0	1698.0	316.0	292.0
hsa-miR-144-5p	291.0	369.0	350.0	817.0	214.0	369.0	247.0	75.0	549.0	271.0	120.0	457.0	528.0	618.0	368.0	398.0	648.0	1337.0	326.0	437.0	353.0	274.0	239.0	758.0	1407.0	920.0	330.0	171.0
hsa-miR-145-3p	328.0	118.0	188.0	166.0	97.0	106.0	181.0	118.0	222.0	236.0	147.0	142.0	123.0	168.0	557.0	152.0	321.0	367.0	323.0	241.0	492.0	170.0	243.0	331.0	778.0	338.0	226.0	288.0
hsa-miR-145-5p	1602.0	439.0	1343.0	1658.0	905.0	784.0	1601.0	598.0	497.0	989.0	1290.0	1299.0	992.0	1213.0	4113.0	818.0	2935.0	3005.0	1660.0	1541.0	2366.0	1021.0	1208.0	1373.0	2957.0	2279.0	1956.0	3028.0
hsa-miR-1468-5p	504.0	163.0	370.0	703.0	212.0	169.0	458.0	122.0	531.0	163.0	181.0	267.0	258.0	183.0	672.0	104.0	567.0	676.0	188.0	116.0	246.0	149.0	126.0	377.0	492.0	147.0	318.0	482.0
hsa-miR-1469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-146a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-146a-5p	1330.0	454.0	710.0	393.0	491.0	683.0	626.0	2887.0	734.0	686.0	485.0	631.0	1137.0	1241.0	1523.0	878.0	870.0	781.0	1237.0	683.0	912.0	660.0	726.0	1135.0	1304.0	652.0	1242.0	1636.0
hsa-miR-146b-3p	235.0	162.0	160.0	165.0	189.0	128.0	249.0	129.0	258.0	188.0	257.0	187.0	233.0	175.0	309.0	143.0	248.0	183.0	192.0	99.0	163.0	111.0	128.0	259.0	195.0	73.0	177.0	202.0
hsa-miR-146b-5p	12734.0	4803.0	6982.0	6123.0	5760.0	8707.0	10672.0	20607.0	7056.0	6172.0	7989.0	5870.0	9547.0	10649.0	15325.0	7725.0	8733.0	8289.0	10508.0	6967.0	10066.0	5607.0	4350.0	11900.0	12357.0	3947.0	12185.0	12973.0
hsa-miR-147b	14.0	18.0	9.0	11.0	15.0	9.0	13.0	5.0	4.0	2.0	13.0	8.0	13.0	11.0	17.0	12.0	15.0	16.0	20.0	11.0	7.0	0.0	12.0	20.0	15.0	3.0	5.0	17.0
hsa-miR-148a-3p	15107.0	3357.0	12445.0	13267.0	5971.0	4922.0	10419.0	5810.0	7348.0	15391.0	6411.0	6438.0	6565.0	5268.0	25551.0	6092.0	21578.0	24181.0	13195.0	8324.0	16113.0	5054.0	14678.0	11358.0	23671.0	11160.0	9967.0	21847.0
hsa-miR-148a-5p	140.0	32.0	105.0	125.0	49.0	41.0	121.0	26.0	52.0	126.0	47.0	59.0	53.0	38.0	252.0	50.0	199.0	245.0	134.0	85.0	171.0	43.0	148.0	121.0	276.0	92.0	134.0	289.0
hsa-miR-148b-3p	6120.0	3824.0	4316.0	3955.0	3327.0	2454.0	3877.0	6358.0	3396.0	3193.0	3455.0	3791.0	3711.0	3376.0	9969.0	5654.0	7449.0	7678.0	7279.0	4330.0	6802.0	3295.0	4074.0	8007.0	6484.0	3314.0	5618.0	7703.0
hsa-miR-148b-5p	557.0	518.0	324.0	477.0	324.0	214.0	321.0	51.0	453.0	224.0	252.0	298.0	308.0	264.0	710.0	434.0	548.0	656.0	568.0	242.0	447.0	201.0	372.0	722.0	656.0	226.0	411.0	604.0
hsa-miR-149-3p	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0
hsa-miR-149-5p	12659.0	3575.0	8961.0	16668.0	7869.0	6749.0	13807.0	1464.0	11710.0	9217.0	16619.0	13985.0	11003.0	9773.0	22017.0	4740.0	17082.0	18598.0	9031.0	8895.0	12395.0	7655.0	7417.0	11203.0	15546.0	7606.0	11759.0	13398.0
hsa-miR-150-3p	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
hsa-miR-150-5p	1623.0	707.0	1091.0	2158.0	1275.0	931.0	1829.0	291.0	1176.0	1330.0	1692.0	1461.0	1432.0	1389.0	3713.0	1281.0	2114.0	2594.0	1651.0	1303.0	2345.0	682.0	1340.0	1633.0	1805.0	858.0	1315.0	1866.0
hsa-miR-151a-3p	42414.0	48527.0	27250.0	43361.0	42971.0	21455.0	44605.0	19167.0	23184.0	17126.0	25414.0	32382.0	47416.0	26244.0	60809.0	68812.0	46194.0	67354.0	83548.0	31516.0	50985.0	19954.0	34081.0	93871.0	34381.0	18242.0	38897.0	50533.0
hsa-miR-151a-5p	58258.0	86218.0	34843.0	52738.0	63813.0	28794.0	41322.0	37887.0	38664.0	29200.0	35404.0	42315.0	58970.0	36206.0	91461.0	91152.0	54849.0	75047.0	90641.0	35002.0	51077.0	22078.0	42294.0	108561.0	49670.0	20616.0	38230.0	57506.0
hsa-miR-151b	42405.0	68156.0	25620.0	41406.0	49055.0	23400.0	32970.0	30701.0	27771.0	21119.0	28485.0	33476.0	46475.0	28693.0	66432.0	68374.0	39498.0	57552.0	66630.0	27476.0	38098.0	17190.0	30883.0	77264.0	33814.0	15630.0	28963.0	39269.0
hsa-miR-152-3p	902.0	566.0	909.0	778.0	580.0	566.0	652.0	1138.0	594.0	899.0	540.0	529.0	904.0	706.0	1369.0	772.0	1518.0	1211.0	1007.0	734.0	844.0	451.0	1327.0	1247.0	1009.0	695.0	697.0	1107.0
hsa-miR-152-5p	17.0	9.0	13.0	14.0	9.0	9.0	29.0	5.0	15.0	15.0	14.0	25.0	8.0	9.0	31.0	26.0	28.0	31.0	35.0	19.0	22.0	7.0	27.0	28.0	30.0	19.0	23.0	34.0
hsa-miR-153-3p	14792.0	2334.0	10339.0	7124.0	4259.0	5645.0	7504.0	2859.0	8420.0	6554.0	7697.0	6846.0	4163.0	6668.0	24858.0	3104.0	17333.0	13997.0	9272.0	9326.0	14981.0	6911.0	3722.0	9041.0	18169.0	8855.0	10963.0	16868.0
hsa-miR-153-5p	276.0	28.0	180.0	278.0	105.0	82.0	129.0	39.0	146.0	108.0	145.0	134.0	126.0	102.0	729.0	76.0	372.0	434.0	145.0	145.0	242.0	80.0	47.0	192.0	361.0	102.0	232.0	322.0
